LATITUDE,LONGITUDE,probability
48.7829934407,2.2421829771,-7.106536e-05
48.7878873313,2.2421829771,-6.6669534e-05
48.7927812219,2.2421829771,-5.603171e-05
48.7976751125,2.2421829771,-4.918904e-05
48.8025690031,2.2421829771,-6.380815e-05
48.8074628937,2.2421829771,-5.8122307e-05
48.8123567843,2.2421829771,-0.00016938068
48.8172506749,2.2421829771,-0.00040817913
48.8221445655,2.2421829771,-0.00044621853
48.8270384561,2.2421829771,-0.0002737457
48.8319323467,2.2421829771,-0.00021299388
48.8368262373,2.2421829771,-0.00024356037
48.8417201279,2.2421829771,-8.6125794e-05
48.8466140185,2.2421829771,-9.8334705e-05
48.8515079091,2.2421829771,7.726155e-05
48.8564017997,2.2421829771,2.1330798e-05
48.8612956903,2.2421829771,2.5484716e-05
48.8661895809,2.2421829771,1.0436431e-06
48.8710834715,2.2421829771,0.00016313179
48.8759773621,2.2421829771,0.00028357393
48.8808712527,2.2421829771,9.3542134e-05
48.8857651433,2.2421829771,0.00022153843
48.8906590339,2.2421829771,0.00022055172
48.8955529245,2.2421829771,5.499409e-05
48.9004468151,2.2421829771,5.3031476e-05
48.9053407057,2.2421829771,1.0121747e-05
48.9102345963,2.2421829771,3.5881424e-06
48.9151284869,2.2421829771,-1.8577079e-05
48.9200223775,2.2421829771,-1.4666537e-05
48.9249162681,2.2421829771,-3.1209755e-05
48.9298101587,2.2421829771,-3.5521036e-05
48.9347040493,2.2421829771,-3.8404556e-05
48.9395979399,2.2421829771,-3.8404556e-05
48.9444918305,2.2421829771,-4.0286148e-05
48.9493857211,2.2421829771,-3.9012935e-05
48.9542796117,2.2421829771,-4.6968547e-05
48.9591735023,2.2421829771,-4.6968547e-05
48.9640673929,2.2421829771,-4.6968547e-05
48.9689612835,2.2421829771,-4.6968547e-05
48.9738551741,2.2421829771,-4.6968547e-05
48.9787490647,2.2421829771,-4.6968547e-05
48.7389484253,2.2470768677,-9.758511e-05
48.7438423159,2.2470768677,-9.758511e-05
48.7487362065,2.2470768677,-9.758511e-05
48.7536300971,2.2470768677,-9.758511e-05
48.7585239877,2.2470768677,-9.758511e-05
48.7634178783,2.2470768677,-9.758511e-05
48.7683117689,2.2470768677,-8.85587e-05
48.7732056595,2.2470768677,-9.097737e-05
48.7780995501,2.2470768677,-9.396484e-05
48.7829934407,2.2470768677,-9.2870156e-05
48.7878873313,2.2470768677,-8.847431e-05
48.7927812219,2.2470768677,-7.7836485e-05
48.7976751125,2.2470768677,-7.0993825e-05
48.8025690031,2.2470768677,-8.561294e-05
48.8074628937,2.2470768677,-7.992707e-05
48.8123567843,2.2470768677,-0.00021623785
48.8172506749,2.2470768677,-0.00045729277
48.8221445655,2.2470768677,-0.0005050043
48.8270384561,2.2470768677,-0.00030512022
48.8319323467,2.2470768677,-0.0001933898
48.8368262373,2.2470768677,-0.00023483571
48.8417201279,2.2470768677,-7.7401106e-05
48.8466140185,2.2470768677,-8.961002e-05
48.8515079091,2.2470768677,0.00010024079
48.8564017997,2.2470768677,-5.623604e-06
48.8612956903,2.2470768677,9.43305e-06
48.8661895809,2.2470768677,-1.5008021e-05
48.8710834715,2.2470768677,0.00015107203
48.8759773621,2.2470768677,0.0002717111
48.8808712527,2.2470768677,8.480665e-05
48.8857651433,2.2470768677,0.00026378082
48.8906590339,2.2470768677,0.00026279417
48.8955529245,2.2470768677,9.723651e-05
48.9004468151,2.2470768677,9.527392e-05
48.9053407057,2.2470768677,1.01525175e-05
48.9102345963,2.2470768677,3.618916e-06
48.9151284869,2.2470768677,-1.8546305e-05
48.9200223775,2.2470768677,-1.5545771e-05
48.9249162681,2.2470768677,-3.2088985e-05
48.9298101587,2.2470768677,-4.0392195e-05
48.9347040493,2.2470768677,-4.5842666e-05
48.9395979399,2.2470768677,-4.5842666e-05
48.9444918305,2.2470768677,-4.8311784e-05
48.9493857211,2.2470768677,-4.7038564e-05
